(-79, 6.0, 7, 2)
(-89, 6.0, 7, 2)
(-70, 6.0, 7, 2)
(-76, 6.0, 7, 2)
(-86, 6.0, 7, 2)
(-80, 6.0, 7, 2)
(-87, 6.0, 7, 2)
(-85, 6.0, 7, 2)
(-88, 6.0, 7, 2)
(-93, 6.0, 7, 2)
(-91, 5.0, 7, 2)
(-103, 5.0, 7, 2)
(-105, 5.0, 7, 2)
(-91, 6.0, 7, 2)
(-93, 5.0, 7, 2)
(-92, 6.0, 7, 2)
(-84, 5.0, 7, 2)
(-93, 5.0, 7, 2)
(-84, 6.0, 7, 2)
(-82, 6.0, 7, 2)
(-79, 6.0, 7, 2)
(-76, 6.0, 7, 2)
(-79, 6.0, 7, 2)
(-78, 6.0, 7, 2)
(-79, 6.0, 7, 2)
(-74, 6.0, 7, 2)
(-79, 6.0, 7, 2)
(-84, 7.0, 7, 2)
(-93, 6.0, 7, 2)
(-92, 6.0, 7, 2)
(-87, 6.0, 7, 2)
(-85, 5.0, 7, 2)
(-94, 6.0, 7, 2)
(-97, 6.0, 7, 2)
(-95, 6.0, 7, 2)
(-94, 6.0, 7, 2)
(-101, 6.0, 7, 2)
(-101, 6.0, 7, 2)
(-96, 6.0, 7, 2)
(-99, 6.0, 7, 2)
(-102, 5.0, 7, 2)
(-84, 6.0, 7, 2)
(-88, 6.0, 7, 2)
(-84, 7.0, 7, 2)
(-87, 6.0, 7, 2)
(-82, 6.0, 7, 2)
