(-80, 2.0, 7, 8)
(-91, -0.0, 7, 8)
(-101, -8.0, 7, 8)
(-92, -1.0, 7, 8)
(-87, 3.0, 7, 8)
(-84, 4.0, 7, 8)
(-94, 2.0, 7, 8)
(-92, 4.0, 7, 8)
(-80, 4.0, 7, 8)
(-89, 6.0, 7, 8)
(-91, 6.0, 7, 8)
(-91, 5.0, 7, 8)
(-103, 5.0, 7, 8)
(-92, 5.0, 7, 8)
(-106, 3.0, 7, 8)
(-98, 4.0, 7, 8)
(-98, 6.0, 7, 8)
(-98, 3.0, 7, 8)
(-98, 5.0, 7, 8)
(-110, 1.0, 7, 8)
(-102, 4.0, 7, 8)
(-98, 6.0, 7, 8)
(-100, 5.0, 7, 8)
(-103, 5.0, 7, 8)
(-157, 0.0, 7, 8)
(-157, 0.0, 7, 8)
(-99, 5.0, 7, 8)
(-101, 5.0, 7, 8)
(-102, 4.0, 7, 8)
(-102, 4.0, 7, 8)
(-112, -2.0, 7, 8)
(-103, 4.0, 7, 8)
(-100, 4.0, 7, 8)
(-97, 4.0, 7, 8)
(-95, 5.0, 7, 8)
(-96, 5.0, 7, 8)
(-97, 5.0, 7, 8)
(-96, 5.0, 7, 8)
(-106, 3.0, 7, 8)
(-92, 4.0, 7, 8)
(-97, 5.0, 7, 8)
(-92, 5.0, 7, 8)
(-94, 5.0, 7, 8)
(-98, 4.0, 7, 8)
(-95, 5.0, 7, 8)
(-98, 5.0, 7, 8)
(-96, 5.0, 7, 8)
(-95, 5.0, 7, 8)
(-95, 5.0, 7, 8)
(-94, 5.0, 7, 8)
(-87, 5.0, 7, 8)
(-94, 5.0, 7, 8)
(-88, 4.0, 7, 8)
(-98, 4.0, 7, 8)
(-92, 5.0, 7, 8)
(-94, 4.0, 7, 8)
(-88, 5.0, 7, 8)
(-93, 5.0, 7, 8)
(-96, 4.0, 7, 8)
(-104, 3.0, 7, 8)
(-106, 1.0, 7, 8)
(-93, 5.0, 7, 8)
(-95, 5.0, 7, 8)
(-105, 3.0, 7, 8)
(-97, 4.0, 7, 8)
(-101, 4.0, 7, 8)
(-105, 3.0, 7, 8)
(-112, -2.0, 7, 8)
(-109, 3.0, 7, 8)
(-106, 3.0, 7, 8)
(-112, 0.0, 7, 8)
(-101, 5.0, 7, 8)
(-105, 3.0, 7, 8)
(-101, 3.0, 7, 8)
(-108, 3.0, 7, 8)
(-108, 2.0, 7, 8)
(-100, 4.0, 7, 8)
(-114, -1.0, 7, 8)
(-98, 5.0, 7, 8)
(-108, 3.0, 7, 8)
(-102, 4.0, 7, 8)
(-97, 5.0, 7, 8)
(-98, 4.0, 7, 8)
(-96, 4.0, 7, 8)
(-103, 2.0, 7, 8)
(-94, 4.0, 7, 8)
(-95, 4.0, 7, 8)
(-109, 1.0, 7, 8)
(-99, 4.0, 7, 8)
(-103, 4.0, 7, 8)
(-88, 5.0, 7, 8)
(-83, 5.0, 7, 8)
(-84, 5.0, 7, 8)
(-80, 5.0, 7, 8)
(-86, 5.0, 7, 8)
(-80, 5.0, 7, 8)
(-84, 5.0, 7, 8)
(-82, 5.0, 7, 8)
(-88, 5.0, 7, 8)
(-87, 5.0, 7, 8)
(-88, 5.0, 7, 8)
(-97, 5.0, 7, 8)
