(-74, 6.0, 7, 14)
(-60, 6.0, 7, 14)
(-68, 6.0, 7, 14)
(-66, 6.0, 7, 14)
(-66, 6.0, 7, 14)
(-70, 6.0, 7, 14)
(-68, 6.0, 7, 14)
(-77, 5.0, 7, 14)
(-76, 6.0, 7, 14)
(-78, 5.0, 7, 14)
(-89, 7.0, 7, 14)
(-85, 6.0, 7, 14)
(-80, 6.0, 7, 14)
(-85, 6.0, 7, 14)
(-81, 6.0, 7, 14)
(-83, 6.0, 7, 14)
(-81, 6.0, 7, 14)
(-79, 6.0, 7, 14)
(-78, 6.0, 7, 14)
(-79, 6.0, 7, 14)
(-77, 5.0, 7, 14)
(-75, 5.0, 7, 14)
(-67, 5.0, 7, 14)
(-75, 6.0, 7, 14)
(-67, 6.0, 7, 14)
(-66, 6.0, 7, 14)
(-69, 6.0, 7, 14)
(-68, 6.0, 7, 14)
(-72, 5.0, 7, 14)
(-76, 6.0, 7, 14)
(-75, 6.0, 7, 14)
(-69, 6.0, 7, 14)
(-72, 6.0, 7, 14)
(-80, 6.0, 7, 14)
(-85, 6.0, 7, 14)
(-81, 5.0, 7, 14)
(-84, 6.0, 7, 14)
(-91, 6.0, 7, 14)
(-83, 6.0, 7, 14)
(-80, 6.0, 7, 14)
(-70, 5.0, 7, 14)
(-81, 6.0, 7, 14)
(-74, 7.0, 7, 14)
(-75, 6.0, 7, 14)
(-70, 6.0, 7, 14)
(-69, 6.0, 7, 14)
