(-46, 4.0, 7, 8)
(-50, 5.0, 7, 8)
(-49, 4.0, 7, 8)
(-50, 4.0, 7, 8)
(-50, 5.0, 7, 8)
(-60, 5.0, 7, 8)
(-62, 4.0, 7, 8)
(-71, 6.0, 7, 8)
(-58, 5.0, 7, 8)
(-61, 6.0, 7, 8)
(-68, 6.0, 7, 8)
(-68, 5.0, 7, 8)
(-67, 6.0, 7, 8)
(-66, 5.0, 7, 8)
(-63, 5.0, 7, 8)
(-64, 5.0, 7, 8)
(-63, 5.0, 7, 8)
(-62, 5.0, 7, 8)
(-62, 5.0, 7, 8)
(-64, 5.0, 7, 8)
(-61, 4.0, 7, 8)
(-71, 5.0, 7, 8)
(-61, 4.0, 7, 8)
(-64, 5.0, 7, 8)
(-55, 5.0, 7, 8)
(-55, 5.0, 7, 8)
(-68, 4.0, 7, 8)
(-48, 4.0, 7, 8)
(-55, 5.0, 7, 8)
(-60, 5.0, 7, 8)
(-55, 5.0, 7, 8)
(-47, 4.0, 7, 8)
(-52, 4.0, 7, 8)
(-61, 4.0, 7, 8)
(-71, 5.0, 7, 8)
(-60, 5.0, 7, 8)
(-68, 5.0, 7, 8)
(-55, 5.0, 7, 8)
(-62, 5.0, 7, 8)
(-63, 5.0, 7, 8)
(-76, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-74, 5.0, 7, 8)
(-61, 5.0, 7, 8)
(-61, 5.0, 7, 8)
(-76, 6.0, 7, 8)
(-63, 5.0, 7, 8)
(-68, 5.0, 7, 8)
(-70, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-74, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-70, 5.0, 7, 8)
(-69, 5.0, 7, 8)
(-74, 5.0, 7, 8)
(-68, 6.0, 7, 8)
(-72, 5.0, 7, 8)
(-62, 5.0, 7, 8)
(-70, 4.0, 7, 8)
(-70, 6.0, 7, 8)
(-79, 5.0, 7, 8)
(-79, 5.0, 7, 8)
(-82, 5.0, 7, 8)
(-74, 5.0, 7, 8)
(-67, 6.0, 7, 8)
(-86, 5.0, 7, 8)
(-70, 5.0, 7, 8)
(-65, 5.0, 7, 8)
(-78, 5.0, 7, 8)
(-66, 5.0, 7, 8)
(-66, 5.0, 7, 8)
(-71, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-68, 6.0, 7, 8)
(-80, 6.0, 7, 8)
(-71, 5.0, 7, 8)
(-72, 6.0, 7, 8)
(-67, 5.0, 7, 8)
(-83, 5.0, 7, 8)
(-75, 6.0, 7, 8)
(-70, 5.0, 7, 8)
(-81, 6.0, 7, 8)
(-83, 5.0, 7, 8)
(-76, 5.0, 7, 8)
(-89, 5.0, 7, 8)
(-82, 5.0, 7, 8)
(-84, 5.0, 7, 8)
(-82, 6.0, 7, 8)
(-82, 6.0, 7, 8)
(-79, 6.0, 7, 8)
(-79, 5.0, 7, 8)
(-77, 5.0, 7, 8)
(-85, 5.0, 7, 8)
(-78, 5.0, 7, 8)
(-80, 5.0, 7, 8)
(-78, 6.0, 7, 8)
(-66, 6.0, 7, 8)
(-70, 5.0, 7, 8)
(-75, 6.0, 7, 8)
(-66, 5.0, 7, 8)
(-61, 5.0, 7, 8)
(-64, 5.0, 7, 8)
(-63, 5.0, 7, 8)
(-64, 4.0, 7, 8)
(-71, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-80, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-67, 5.0, 7, 8)
(-82, 6.0, 7, 8)
(-68, 6.0, 7, 8)
(-69, 5.0, 7, 8)
(-72, 6.0, 7, 8)
(-68, 5.0, 7, 8)
(-75, 5.0, 7, 8)
(-63, 5.0, 7, 8)
(-58, 4.0, 7, 8)
(-66, 5.0, 7, 8)
(-63, 5.0, 7, 8)
(-71, 4.0, 7, 8)
(-72, 5.0, 7, 8)
(-75, 5.0, 7, 8)
(-75, 5.0, 7, 8)
(-81, 6.0, 7, 8)
(-82, 5.0, 7, 8)
(-78, 6.0, 7, 8)
(-80, 6.0, 7, 8)
(-76, 6.0, 7, 8)
(-70, 5.0, 7, 8)
(-71, 5.0, 7, 8)
(-65, 5.0, 7, 8)
(-62, 5.0, 7, 8)
(-64, 5.0, 7, 8)
(-68, 5.0, 7, 8)
(-55, 6.0, 7, 8)
(-61, 5.0, 7, 8)
(-61, 6.0, 7, 8)
(-71, 6.0, 7, 8)
(-58, 5.0, 7, 8)
(-75, 4.0, 7, 8)
(-52, 5.0, 7, 8)
(-54, 5.0, 7, 8)
(-55, 4.0, 7, 8)
(-68, 5.0, 7, 8)
